IMO,Dport,Dcountry,Dtime,Aport,Acountry,Atime
9491812,Soyo, Angola,"02/23, 07:26",Dahej, India,"03/13, 22:29"
9491812,Dahej, India,"03/13, 22:29",Luanda Anch., Angola,"04/03, 07:01"
9491812,Luanda Anch., Angola,"04/03, 07:01",Soyo, Angola,"04/11, 07:18"
9496305,Anegasaki, Japan,"02/19, 05:12",Anegasaki, Japan,"02/18, 01:06"
9496305,Anegasaki, Japan,"02/18, 01:06",Anegasaki, Japan,"03/06, 03:42"
9496305,Anegasaki, Japan,"03/06, 03:42",Caofeidian, China,"03/29, 02:03"
9496305,Caofeidian, China,"03/29, 02:03",Singapore Anch. 1, Singapore,"04/07, 04:09"
9496305,Singapore Anch. 1, Singapore,"04/07, 04:09",Seria, Brunei,"04/13, 23:58"
9496317,Anegasaki, Japan,"02/14, 01:30",Dapeng, China,"03/05, 07:17"
9496317,Dapeng, China,"03/05, 07:17",Anegasaki, Japan,"03/20, 01:39"
9496317,Anegasaki, Japan,"03/20, 01:39",Anegasaki, Japan,"04/19, 01:53"
9501186,Bonny, Nigeria,"02/14, 03:21",Freeport Anch., United States (USA),"03/25, 19:31"
9501186,Freeport Anch., United States (USA),"03/25, 19:31",Houston Anch., United States (USA),"04/03, 15:10"
9501186,Houston Anch., United States (USA),"04/03, 15:10",Panama Canal Anch. Atlantic, Panama,"04/20, 07:22"
9516129,Manila Anch., Philippines,"02/19, 16:46",Barrow Island, Australia,"02/27, 01:16"
9516129,Barrow Island, Australia,"02/27, 01:16",Pyeongtaek, Korea,"03/10, 04:08"
9516129,Pyeongtaek, Korea,"03/10, 04:08",Singapore Anch. 1, Singapore,"03/19, 07:50"
9516129,Singapore Anch. 1, Singapore,"03/19, 07:50",Bonny, Nigeria,"04/10, 23:12"
9520376,Gladstone, Australia,"02/19, 20:50",Singapore, Singapore,"03/06, 01:23"
9520376,Singapore, Singapore,"03/06, 01:23",Singapore Anch. 1, Singapore,"03/07, 03:55"
9520376,Singapore Anch. 1, Singapore,"03/07, 03:55",Bonny, Nigeria,"03/30, 00:05"
9520376,Bonny, Nigeria,"03/30, 00:05",Gaolan, China,"04/24, 02:34"
9540716,Withnell Bay, Australia,"02/22, 00:29",Pyeongtaek, Korea,"03/03, 22:44"
9540716,Pyeongtaek, Korea,"03/03, 22:44",Singapore Anch. 1, Singapore,"03/28, 04:23"
9540716,Singapore Anch. 1, Singapore,"03/28, 04:23",Singapore, Singapore,"04/02, 04:51"
9554729,Souma, Japan,"03/26, 23:34",Tomakomai, Japan,"03/28, 22:13"
9554729,Tomakomai, Japan,"03/28, 22:13",Souma, Japan,"03/31, 23:29"
9554729,Souma, Japan,"03/31, 23:29",Tomakomai, Japan,"04/05, 22:25"
9554729,Tomakomai, Japan,"04/05, 22:25",Souma, Japan,"04/11, 23:31"
9554729,Souma, Japan,"04/11, 23:31",Tomakomai, Japan,"04/13, 22:26"
9554729,Tomakomai, Japan,"04/13, 22:26",Souma, Japan,"04/18, 23:43"
9583677,Hongqiao, China,"02/27, 04:07",Hongqiao, China,"03/12, 03:31"
9583677,Hongqiao, China,"03/12, 03:31",Hongqiao, China,"03/26, 02:34"
9583677,Hongqiao, China,"03/26, 02:34",Bintulu,"Sarawak, Malaysia","04/01, 08:38"
9583677,Bintulu,"Sarawak, Malaysia","04/01, 08:38",Hongqiao, China,"04/07, 00:34"
9583677,Hongqiao, China,"04/07, 00:34",Hongqiao, China,"04/24, 01:33"
9600528,Panama Canal Anch. Pacific, Panama,"02/16, 12:43",Aratu Anch., Brazil,"03/13, 11:52"
9600528,Aratu Anch., Brazil,"03/13, 11:52",Experience FPSO, Brazil,"03/15, 14:14"
9600528,Experience FPSO, Brazil,"03/15, 14:14",Punta Europa, Equatorial Guinea,"03/25, 09:52"
9600528,Punta Europa, Equatorial Guinea,"03/25, 09:52",Ras Laffan Anch., Qatar,"04/21, 07:10"
9600528,Ras Laffan Anch., Qatar,"04/21, 07:10",Ras Laffan, Qatar,"04/21, 22:15"
9600528,Ras Laffan, Qatar,"04/21, 22:15",Al Fujayrah Anch., United Arab Emirates (UAE),"04/23, 22:28"
9600530,Al Fujayrah Anch., United Arab Emirates (UAE),"03/27, 07:13",Das Island Anch., United Arab Emirates (UAE),"03/28, 11:44"
9600530,Das Island Anch., United Arab Emirates (UAE),"03/28, 11:44",Das Island, United Arab Emirates (UAE),"03/31, 03:22"
9600530,Das Island, United Arab Emirates (UAE),"03/31, 03:22",Dahej, India,"04/04, 02:53"
9600530,Dahej, India,"04/04, 02:53",As Suways (Suez) Anch., Egypt,"04/13, 12:03"
9606948,Panama Canal Anch. Atlantic, Panama,"02/12, 09:44",Pena Blanca Anch., Panama,"02/12, 14:53"
9606948,Pena Blanca Anch., Panama,"02/12, 14:53",Pyeongtaek, Korea,"03/06, 04:14"
9606948,Pyeongtaek, Korea,"03/06, 04:14",Barrow Island, Australia,"03/25, 01:11"
9606948,Barrow Island, Australia,"03/25, 01:11",Kaohsiung Anch., Taiwan,"04/11, 00:14"
9606948,Kaohsiung Anch., Taiwan,"04/11, 00:14",Wheatstone LNG Term., Australia,"04/18, 14:40"
9606950,Wheatstone LNG Term., Australia,"02/28, 00:09",Kawasaki, Japan,"03/14, 00:54"
9606950,Kawasaki, Japan,"03/14, 00:54",Wheatstone LNG Term., Australia,"03/29, 00:11"
9606950,Wheatstone LNG Term., Australia,"03/29, 00:11",Dampier Anch., Australia,"03/30, 23:34"
9606950,Dampier Anch., Australia,"03/30, 23:34",Gwangyang, Korea,"04/11, 00:18"
9610767,Dapeng, China,"03/23, 03:02",Singapore Anch. 1, Singapore,"03/28, 06:53"
9610767,Singapore Anch. 1, Singapore,"03/28, 06:53",Wheatstone LNG Term., Australia,"04/04, 16:41"
9610767,Wheatstone LNG Term., Australia,"04/04, 16:41",Onslow Anch., Australia,"04/05, 16:06"
9610767,Onslow Anch., Australia,"04/05, 16:06",Yung An, Taiwan,"04/13, 03:23"
9610767,Yung An, Taiwan,"04/13, 03:23",Benoa Anch., Indonesia,"04/21, 01:51"
9610767,Benoa Anch., Indonesia,"04/21, 01:51",Darwin Anch., Australia,"04/24, 01:53"
9610779,Wheatstone LNG Term., Australia,"02/20, 03:36",Oita, Japan,"03/04, 00:46"
9610779,Oita, Japan,"03/04, 00:46",Wheatstone LNG Term., Australia,"03/13, 18:08"
9610779,Wheatstone LNG Term., Australia,"03/13, 18:08",Naoetsu, Japan,"03/24, 23:50"
9610779,Naoetsu, Japan,"03/24, 23:50",Barrow Island, Australia,"04/05, 05:12"
9610779,Barrow Island, Australia,"04/05, 05:12",Boryeong, Korea,"04/19, 03:55"
9613135,Dongjiakou, China,"03/09, 00:38",Lese Anch., Papua New Guinea,"03/19, 23:06"
9613135,Lese Anch., Papua New Guinea,"03/19, 23:06",Lese, Papua New Guinea,"03/20, 20:29"
9613135,Lese, Papua New Guinea,"03/20, 20:29",Dongjiakou, China,"04/02, 00:37"
9613135,Dongjiakou, China,"04/02, 00:37",Lese, Papua New Guinea,"04/12, 20:30"
9613135,Lese, Papua New Guinea,"04/12, 20:30",Dongjiakou, China,"04/23, 00:21"
9613147,Dampier Anch., Australia,"03/14, 13:03",Dampier Anch., Australia,"03/15, 15:17"
9613147,Dampier Anch., Australia,"03/15, 15:17",Barrow Island Anch., Australia,"03/25, 09:55"
9613147,Barrow Island Anch., Australia,"03/25, 09:55",Barrow Island, Australia,"04/01, 17:14"
9613147,Barrow Island, Australia,"04/01, 17:14",Caofeidian, China,"04/13, 02:16"
9613159,Sabine, United States (USA),"02/21, 19:55",Algeciras Anch., Spain,"03/05, 20:25"
9613159,Algeciras Anch., Spain,"03/05, 20:25",Port Said Anch., Egypt,"03/10, 19:35"
9613159,Port Said Anch., Egypt,"03/10, 19:35",Kochi, India,"03/19, 02:35"
9613159,Kochi, India,"03/19, 02:35",Port Elizabeth Anch., South Africa,"04/06, 05:00"
9613159,Port Elizabeth Anch., South Africa,"04/06, 05:00",Punta Europa, Equatorial Guinea,"04/19, 07:08"
9613161,Lese Anch., Papua New Guinea,"03/04, 20:17",Lese, Papua New Guinea,"03/08, 21:01"
9613161,Lese, Papua New Guinea,"03/08, 21:01",Dongjiakou, China,"03/22, 02:53"
9613161,Dongjiakou, China,"03/22, 02:53",Lese, Papua New Guinea,"04/02, 20:56"
9613161,Lese, Papua New Guinea,"04/02, 20:56",Yung An, Taiwan,"04/11, 23:54"
9613161,Yung An, Taiwan,"04/11, 23:54",Pasir Gudang,"Johor Anch., Malaysia","04/18, 02:19"
9613161,Pasir Gudang,"Johor Anch., Malaysia","04/18, 02:19",Singapore Anch. 5, Singapore,"04/19, 13:34"
9613161,Singapore Anch. 5, Singapore,"04/19, 13:34",Pasir Gudang,"Johor, Malaysia","04/21, 00:32"
9617698,Rotterdam Maasvlakte, Netherlands,"03/25, 12:17",Rotterdam Maasvlakte, Netherlands,"04/02, 14:29"
9617698,Rotterdam Maasvlakte, Netherlands,"04/02, 14:29",Brofjorden, Sweden,"04/05, 10:38"
9617698,Brofjorden, Sweden,"04/05, 10:38",Tananger, Norway,"04/08, 10:33"
9617698,Tananger, Norway,"04/08, 10:33",Nynashamn, Sweden,"04/12, 04:38"
9617698,Nynashamn, Sweden,"04/12, 04:38",Brofjorden, Sweden,"04/14, 06:13"
9617698,Brofjorden, Sweden,"04/14, 06:13",Vysotsk, Russia,"04/17, 03:14"
9617698,Vysotsk, Russia,"04/17, 03:14",Rotterdam Maasvlakte, Netherlands,"04/22, 02:08"
9621077,Incheon, Korea,"02/26, 04:21",Darwin, Australia,"03/07, 23:28"
9621077,Darwin, Australia,"03/07, 23:28",Kisarazu, Japan,"03/17, 04:09"
9621077,Kisarazu, Japan,"03/17, 04:09",Tianjin Xingang, China,"03/30, 01:33"
9621077,Tianjin Xingang, China,"03/30, 01:33",Lese, Papua New Guinea,"04/10, 20:47"
9624914,Sakai, Japan,"02/24, 04:59",Sakai, Japan,"02/23, 02:03"
9624914,Sakai, Japan,"02/23, 02:03",Singapore Anch. 1, Singapore,"03/03, 00:32"
9624914,Singapore Anch. 1, Singapore,"03/03, 00:32",Singapore Anch. 1, Singapore,"04/08, 13:50"
9624926,Sabine, United States (USA),"03/08, 05:21",Livorno Anch., Italy,"03/29, 05:47"
9624926,Livorno Anch., Italy,"03/29, 05:47",FSRU Toscana Term., Italy,"03/31, 06:11"
9624926,FSRU Toscana Term., Italy,"03/31, 06:11",Malta Anch., Malta,"04/03, 12:07"
9624926,Malta Anch., Malta,"04/03, 12:07",Malta Anch., Malta,"04/13, 07:16"
9624926,Malta Anch., Malta,"04/13, 07:16",Malta Bunkering Area 3, Malta,"04/14, 11:57"
9624926,Malta Bunkering Area 3, Malta,"04/14, 11:57",Port Rashid, Egypt,"04/20, 04:49"
9624926,Port Rashid, Egypt,"04/20, 04:49",Port Said Anch., Egypt,"04/21, 15:49"
9624938,Quintero, Chile,"03/02, 10:00",Corpus Christi Anch., United States (USA),"03/25, 04:24"
9624938,Corpus Christi Anch., United States (USA),"03/25, 04:24",Ingleside, United States (USA),"03/25, 19:06"
9624938,Ingleside, United States (USA),"03/25, 19:06",Rotterdam Maasvlakte, Netherlands,"04/07, 19:23"
9624938,Rotterdam Maasvlakte, Netherlands,"04/07, 19:23",Gibraltar West Anch., Gibraltar,"04/16, 11:13"
9624938,Gibraltar West Anch., Gibraltar,"04/16, 11:13",Arzew Anch., Algeria,"04/19, 09:54"
9624938,Arzew Anch., Algeria,"04/19, 09:54",Arzew, Algeria,"04/19, 13:12"
9624938,Arzew, Algeria,"04/19, 13:12",Port Said Anch., Egypt,"04/24, 16:58"
9626027,As Suways (Suez) Anch., Egypt,"03/02, 13:14",Algeciras Anch., Spain,"03/10, 06:43"
9626027,Algeciras Anch., Spain,"03/10, 06:43",Freeport, United States (USA),"03/26, 23:26"
9626027,Freeport, United States (USA),"03/26, 23:26",Port Said Anch., Egypt,"04/13, 15:05"
9626027,Port Said Anch., Egypt,"04/13, 15:05",Port Qasim Anch., Pakistan,"04/21, 05:35"
9626039,Swinoujscie, Poland,"03/07, 13:37",Freeport Anch., United States (USA),"03/25, 11:43"
9626039,Freeport Anch., United States (USA),"03/25, 11:43",Freeport, United States (USA),"03/28, 19:33"
9626039,Freeport, United States (USA),"03/28, 19:33",Panama Canal Anch. Atlantic, Panama,"04/05, 02:56"
9626039,Panama Canal Anch. Atlantic, Panama,"04/05, 02:56",Gatun Anch., Panama,"04/05, 15:15"
9626273,Maojia, China,"03/08, 02:09",Gladstone, Australia,"03/19, 07:22"
9626273,Gladstone, Australia,"03/19, 07:22",Tianjin Xingang, China,"04/01, 00:20"
9626273,Tianjin Xingang, China,"04/01, 00:20",Tianjin Anch., China,"04/03, 02:01"
9626273,Tianjin Anch., China,"04/03, 02:01",Dampier Anch., Australia,"04/22, 01:24"
9626273,Dampier Anch., Australia,"04/22, 01:24",Withnell Bay, Australia,"04/25, 07:07"
9626285,Tianjin Xingang, China,"02/26, 01:13",Ras Laffan, Qatar,"03/26, 21:13"
9626285,Ras Laffan, Qatar,"03/26, 21:13",As Suways (Suez) Anch., Egypt,"04/05, 15:30"
9626285,As Suways (Suez) Anch., Egypt,"04/05, 15:30",As Suways (Suez) Anch., Egypt,"04/06, 05:45"
9626285,As Suways (Suez) Anch., Egypt,"04/06, 05:45",Adriatic LNG LNG Term., Italy,"04/10, 15:58"
9627485,Singapore Anch. 1, Singapore,"02/19, 23:39",Singapore, Singapore,"02/23, 00:03"
9627485,Singapore, Singapore,"02/23, 00:03",Withnell Bay, Australia,"03/08, 02:57"
9627485,Withnell Bay, Australia,"03/08, 02:57",Withnell Bay, Australia,"04/02, 00:35"
9627485,Withnell Bay, Australia,"04/02, 00:35",Yangkou, China,"04/16, 06:16"
9627497,Point Fortin, Trinidad & Tobago,"03/01, 05:46",Quintero, Chile,"03/18, 10:41"
9627497,Quintero, Chile,"03/18, 10:41",Quintero, Chile,"03/18, 14:12"
9627497,Quintero, Chile,"03/18, 14:12",Pisco Anch., Peru,"03/22, 10:20"
9627497,Pisco Anch., Peru,"03/22, 10:20",Pampa Melchorita, Peru,"03/23, 23:07"
9627502,Pisco Anch., Peru,"02/22, 13:10",Pampa Melchorita, Peru,"02/22, 20:12"
9627502,Pampa Melchorita, Peru,"02/22, 20:12",Busan Anch., Korea,"03/21, 11:55"
9627502,Busan Anch., Korea,"03/21, 11:55",Pisco Anch., Peru,"04/17, 14:09"
9627954,Gladstone, Australia,"02/16, 05:36",Pyeongtaek, Korea,"02/27, 05:38"
9627954,Pyeongtaek, Korea,"02/27, 05:38",Singapore Anch. 1, Singapore,"03/08, 22:21"
9627954,Singapore Anch. 1, Singapore,"03/08, 22:21",Barrow Island, Australia,"03/19, 05:48"
9627954,Barrow Island, Australia,"03/19, 05:48",Gladstone, Australia,"04/11, 15:36"
9627966,As Suways (Suez) Anch., Egypt,"02/17, 06:00",Gibraltar West Anch., Gibraltar,"02/22, 12:08"
9627966,Gibraltar West Anch., Gibraltar,"02/22, 12:08",Corpus Christi Anch., United States (USA),"03/08, 11:17"
9627966,Corpus Christi Anch., United States (USA),"03/08, 11:17",Ingleside, United States (USA),"03/09, 13:30"
9627966,Ingleside, United States (USA),"03/09, 13:30",Singapore Anch. 1, Singapore,"04/12, 02:23"
9629586,Singapore Anch. 1, Singapore,"02/23, 04:28",Singapore Anch. 1, Singapore,"03/21, 01:33"
9629586,Singapore Anch. 1, Singapore,"03/21, 01:33",Cape Town, South Africa,"04/04, 15:26"
9629586,Cape Town, South Africa,"04/04, 15:26",Port Arthur Anch., United States (USA),"04/22, 16:20"
9629598,As Suways (Suez) Anch., Egypt,"02/20, 05:05",Antwerpen Anch., Belgium,"03/06, 12:07"
9629598,Antwerpen Anch., Belgium,"03/06, 12:07",Zeebrugge, Belgium,"03/09, 17:57"
9629598,Zeebrugge, Belgium,"03/09, 17:57",Port Said Anch., Egypt,"03/19, 09:48"
9629598,Port Said Anch., Egypt,"03/19, 09:48",Dalian, China,"04/07, 21:30"
9629598,Dalian, China,"04/07, 21:30",Dalian Anch., China,"04/09, 22:48"
9630028,Gladstone, Australia,"02/21, 10:52",Gladstone Anch., Australia,"02/22, 18:04"
9633161,Yokohama, Japan,"02/16, 00:38",Withnell Bay, Australia,"02/27, 03:23"
9633161,Withnell Bay, Australia,"02/27, 03:23",Busan Anch., Korea,"03/25, 06:57"
9633161,Busan Anch., Korea,"03/25, 06:57",Withnell Bay, Australia,"04/17, 00:45"
9633173,Tianjin Xingang, China,"03/24, 01:29",Darwin Anch., Australia,"04/23, 13:38"
9633173,Darwin Anch., Australia,"04/23, 13:38",Darwin, Australia,"04/24, 23:40"
9633422,Aliaga Anch., Turkey,"02/24, 05:09",Nemrut Anch., Turkey,"02/22, 18:25"
9633422,Nemrut Anch., Turkey,"02/22, 18:25",Aliaga Anch., Turkey,"02/22, 21:10"
9633422,Aliaga Anch., Turkey,"02/22, 21:10",Aliaga, Turkey,"02/24, 06:18"
9633422,Aliaga, Turkey,"02/24, 06:18",Ingleside, United States (USA),"03/19, 12:27"
9633434,Anegasaki, Japan,"02/28, 05:27",Singapore Anch. 1, Singapore,"03/10, 23:54"
9633434,Singapore Anch. 1, Singapore,"03/10, 23:54",Port Arthur Anch., United States (USA),"04/18, 12:24"
9633434,Port Arthur Anch., United States (USA),"04/18, 12:24",Lake Charles, United States (USA),"04/19, 11:29"
9634086,Gladstone Anch., Australia,"03/21, 03:46",Gladstone Anch., Australia,"03/26, 21:35"
9634086,Gladstone Anch., Australia,"03/26, 21:35",Gladstone Anch., Australia,"03/29, 06:15"
9634086,Gladstone Anch., Australia,"03/29, 06:15",Gladstone, Australia,"03/31, 04:18"
9634086,Gladstone, Australia,"03/31, 04:18",Ningbo, China,"04/10, 02:39"
9634098,Point Fortin, Trinidad & Tobago,"02/12, 19:01",Huelva, Spain,"02/24, 23:23"
9634098,Huelva, Spain,"02/24, 23:23",Savannah, United States (USA),"03/07, 04:42"
9634098,Savannah, United States (USA),"03/07, 04:42",Quintero, Chile,"04/01, 16:17"
9635315,Dalian, China,"02/19, 07:22",Dalian, China,"02/17, 22:40"
9635315,Dalian, China,"02/17, 22:40",As Suways (Suez) Anch., Egypt,"03/10, 11:09"
9635315,As Suways (Suez) Anch., Egypt,"03/10, 11:09",Port Said Anch., Egypt,"03/11, 18:28"
9635315,Port Said Anch., Egypt,"03/11, 18:28",Adriatic LNG LNG Term., Italy,"03/17, 13:35"
9635315,Adriatic LNG LNG Term., Italy,"03/17, 13:35",Sabine, United States (USA),"04/05, 16:16"
9635315,Sabine, United States (USA),"04/05, 16:16",Port Said Anch., Egypt,"04/22, 12:54"
9636711,Yung An, Taiwan,"02/15, 00:30",As Suways (Suez) Anch., Egypt,"03/23, 14:33"
9636711,As Suways (Suez) Anch., Egypt,"03/23, 14:33",Milford Haven, United Kingdom (UK),"04/08, 00:12"
9636711,Milford Haven, United Kingdom (UK),"04/08, 00:12",Gibraltar West Anch., Gibraltar,"04/13, 20:15"
9636723,Xiuyu, China,"03/30, 23:28",Singapore Anch. 1, Singapore,"04/08, 05:42"
9636735,Darwin, Australia,"02/13, 11:08",Darwin, Australia,"03/17, 21:12"
9636735,Darwin, Australia,"03/17, 21:12",Dahej, India,"03/29, 22:39"
9636747,Singapore Anch. 1, Singapore,"02/24, 10:17",Tianjin Xingang, China,"03/12, 01:36"
9636747,Tianjin Xingang, China,"03/12, 01:36",Darwin Anch., Australia,"03/24, 06:56"
9636747,Darwin Anch., Australia,"03/24, 06:56",Prelude Term., Australia,"03/29, 04:53"
9636747,Prelude Term., Australia,"03/29, 04:53",Yung An, Taiwan,"04/07, 00:25"
9636747,Yung An, Taiwan,"04/07, 00:25",Lese, Papua New Guinea,"04/14, 21:16"
9636785,Sabine, United States (USA),"02/25, 23:00",Klaipeda, Lithuania,"03/13, 03:49"
9636785,Klaipeda, Lithuania,"03/13, 03:49",Arzew, Algeria,"03/23, 13:10"
9636785,Arzew, Algeria,"03/23, 13:10",Arzew Anch., Algeria,"03/24, 18:22"
9636785,Arzew Anch., Algeria,"03/24, 18:22",Port Said Anch., Egypt,"03/31, 12:19"
9636785,Port Said Anch., Egypt,"03/31, 12:19",Ningbo Anch., China,"04/23, 20:23"
9636785,Ningbo Anch., China,"04/23, 20:23",Ningbo, China,"04/25, 02:06"
9636797,Klaipeda, Lithuania,"02/18, 07:00",Corpus Christi Anch., United States (USA),"03/07, 13:20"
9636797,Corpus Christi Anch., United States (USA),"03/07, 13:20",Ingleside, United States (USA),"03/07, 21:01"
9636797,Ingleside, United States (USA),"03/07, 21:01",Klaipeda, Lithuania,"03/27, 08:15"
9636797,Klaipeda, Lithuania,"03/27, 08:15",Freeport Anch., United States (USA),"04/21, 00:02"
9636797,Freeport Anch., United States (USA),"04/21, 00:02",Freeport, United States (USA),"04/21, 12:39"
9637325,Sines, Portugal,"03/17, 13:28",Port Rashid, Egypt,"03/27, 11:37"
9637325,Port Rashid, Egypt,"03/27, 11:37",Port Said Anch., Egypt,"03/30, 16:02"
9637325,Port Said Anch., Egypt,"03/30, 16:02",Port Said Anch., Egypt,"04/02, 09:25"
9637325,Port Said Anch., Egypt,"04/02, 09:25",As Suways (Suez) Anch., Egypt,"04/05, 07:21"
9637325,As Suways (Suez) Anch., Egypt,"04/05, 07:21",Malta Bunkering Area 3, Malta,"04/13, 06:42"
9637492,Anjeong, Korea,"02/13, 04:19",As Suways (Suez) Anch., Egypt,"03/03, 08:41"
9637492,As Suways (Suez) Anch., Egypt,"03/03, 08:41",Thamesport, United Kingdom (UK),"03/28, 10:39"
9637492,Thamesport, United Kingdom (UK),"03/28, 10:39",Thamesport, United Kingdom (UK),"03/29, 10:40"
9637492,Thamesport, United Kingdom (UK),"03/29, 10:40",Port Said Anch., Egypt,"04/21, 18:14"
9637507,Rotterdam Maasvlakte, Netherlands,"03/22, 19:42",Antwerpen Anch., Belgium,"03/24, 07:55"
9637507,Antwerpen Anch., Belgium,"03/24, 07:55",Antwerpen Anch., Belgium,"03/27, 10:38"
9637507,Antwerpen Anch., Belgium,"03/27, 10:38",Zeebrugge, Belgium,"04/02, 05:48"
9637507,Zeebrugge, Belgium,"04/02, 05:48",Port Said Anch., Egypt,"04/11, 17:33"
9638903,Incheon, Korea,"02/18, 08:09",Incheon, Korea,"02/15, 21:58"
9638903,Incheon, Korea,"02/15, 21:58",Singapore Anch. 1, Singapore,"02/24, 07:43"
9638903,Singapore Anch. 1, Singapore,"02/24, 07:43",Ras Laffan Anch., Qatar,"04/06, 04:22"
9638903,Ras Laffan Anch., Qatar,"04/06, 04:22",Ras Laffan, Qatar,"04/07, 11:02"
9638903,Ras Laffan, Qatar,"04/07, 11:02",As Suways (Suez) Anch., Egypt,"04/15, 15:25"
9638903,As Suways (Suez) Anch., Egypt,"04/15, 15:25",Chioggia Anch., Italy,"04/19, 20:47"
9638903,Chioggia Anch., Italy,"04/19, 20:47",Adriatic LNG LNG Term., Italy,"04/21, 14:01"
9638915,Lake Charles, United States (USA),"02/13, 13:43",Ennore, India,"03/13, 01:14"
9638915,Ennore, India,"03/13, 01:14",Sabine, United States (USA),"04/20, 08:10"
9640023,Singapore Anch. 1, Singapore,"02/20, 03:19",Singapore Anch. 1, Singapore,"02/21, 15:49"
9640023,Singapore Anch. 1, Singapore,"02/21, 15:49",Ras Laffan, Qatar,"04/06, 03:46"
9640023,Ras Laffan, Qatar,"04/06, 03:46",As Suways (Suez) Anch., Egypt,"04/14, 18:06"
9640023,As Suways (Suez) Anch., Egypt,"04/14, 18:06",Zeebrugge, Belgium,"04/24, 12:59"
9640437,Singapore Anch. 1, Singapore,"02/15, 04:03",Lese, Papua New Guinea,"02/25, 22:10"
9640437,Lese, Papua New Guinea,"02/25, 22:10",Yokohama, Japan,"03/08, 00:46"
9640437,Yokohama, Japan,"03/08, 00:46",Ingleside, United States (USA),"04/18, 18:55"
9640645,Freeport Anch., United States (USA),"03/06, 16:09",Freeport Anch., United States (USA),"02/22, 04:22"
9640645,Freeport Anch., United States (USA),"02/22, 04:22",Freeport Anch., United States (USA),"03/07, 20:01"
9640645,Freeport Anch., United States (USA),"03/07, 20:01",Port Arthur Anch., United States (USA),"03/18, 15:52"
9640645,Port Arthur Anch., United States (USA),"03/18, 15:52",Freeport Anch., United States (USA),"03/26, 01:11"
9640645,Freeport Anch., United States (USA),"03/26, 01:11",Freeport, United States (USA),"03/26, 13:06"
9645736,Singapore Anch. 1, Singapore,"02/12, 07:27",Sakai, Japan,"03/08, 00:55"
9645736,Sakai, Japan,"03/08, 00:55",Singapore Anch. 1, Singapore,"03/15, 07:07"
9645736,Singapore Anch. 1, Singapore,"03/15, 07:07",Sakai, Japan,"04/07, 02:33"
9645748,Kawasaki, Japan,"02/13, 02:03",Gladstone, Australia,"03/07, 23:07"
9645748,Gladstone, Australia,"03/07, 23:07",Dongjiakou, China,"03/20, 01:50"
9645748,Dongjiakou, China,"03/20, 01:50",Lese, Papua New Guinea,"04/16, 20:31"
9645970,Singapore Anch. 1, Singapore,"02/18, 01:03",As Suways (Suez) Anch., Egypt,"03/06, 08:19"
9645970,As Suways (Suez) Anch., Egypt,"03/06, 08:19",Algeciras Anch., Spain,"03/13, 10:51"
9645970,Algeciras Anch., Spain,"03/13, 10:51",Savannah Anch., United States (USA),"03/31, 07:13"
9645970,Savannah Anch., United States (USA),"03/31, 07:13",Savannah, United States (USA),"04/02, 00:03"
9645970,Savannah, United States (USA),"04/02, 00:03",Klaipeda, Lithuania,"04/16, 14:29"
9649328,Nemrut, Turkey,"02/28, 05:17",Dumyat, Egypt,"03/03, 04:58"
9649328,Dumyat, Egypt,"03/03, 04:58",Port Said Anch., Egypt,"03/04, 13:42"
9649328,Port Said Anch., Egypt,"03/04, 13:42",Dongjiakou, China,"03/25, 00:24"
9650042,Port Said Anch., Egypt,"02/28, 16:44",Tianjin Anch., China,"03/27, 00:53"
9650042,Tianjin Anch., China,"03/27, 00:53",Tianjin Xingang, China,"03/29, 01:38"
9650042,Tianjin Xingang, China,"03/29, 01:38",Tianjin Anch., China,"03/30, 08:32"
9650042,Tianjin Anch., China,"03/30, 08:32",Withnell Bay, Australia,"04/15, 07:49"
9650042,Withnell Bay, Australia,"04/15, 07:49",Yokohama, Japan,"04/25, 00:29"
9650054,As Suways (Suez) Anch., Egypt,"02/14, 15:41",Ingleside, United States (USA),"03/05, 17:31"
9650054,Ingleside, United States (USA),"03/05, 17:31",Dunkerque, France,"03/21, 18:18"
9650054,Dunkerque, France,"03/21, 18:18",Sabine, United States (USA),"04/12, 09:47"
9654696,As Suways (Suez) Anch., Egypt,"02/19, 08:18",Port Said Anch., Egypt,"02/22, 12:53"
9654696,Port Said Anch., Egypt,"02/22, 12:53",Port Arthur Anch., United States (USA),"04/15, 07:37"
9654696,Port Arthur Anch., United States (USA),"04/15, 07:37",Sabine, United States (USA),"04/15, 13:33"
9654701,Ingleside, United States (USA),"02/25, 22:23",Rotterdam Maasvlakte, Netherlands,"03/11, 20:17"
9654701,Rotterdam Maasvlakte, Netherlands,"03/11, 20:17",Portland Anch., United Kingdom (UK),"03/13, 18:24"
9654701,Portland Anch., United Kingdom (UK),"03/13, 18:24",Lake Charles, United States (USA),"03/28, 19:56"
9654701,Lake Charles, United States (USA),"03/28, 19:56",Rotterdam Maasvlakte, Netherlands,"04/12, 07:22"
9654878,Boryeong, Korea,"03/05, 04:14",Gladstone Anch., Australia,"03/18, 01:51"
9654878,Gladstone Anch., Australia,"03/18, 01:51",Gladstone, Australia,"03/20, 21:54"
9654878,Gladstone, Australia,"03/20, 21:54",Anegasaki, Japan,"03/31, 05:17"
9654878,Anegasaki, Japan,"03/31, 05:17",Gladstone Anch., Australia,"04/14, 09:47"
